timestamp,value,classification,Date,shift,change
1561008600,81,Extreme Greed,2019-06-20,Extreme Greed,
1561095000,84,Extreme Greed,2019-06-21,Extreme Greed,
1561181400,83,Extreme Greed,2019-06-22,Extreme Greed,
1561267800,84,Extreme Greed,2019-06-23,Extreme Greed,
1561354200,80,Extreme Greed,2019-06-24,Extreme Greed,
1561440600,87,Extreme Greed,2019-06-25,Extreme Greed,
1561527000,95,Extreme Greed,2019-06-26,Extreme Greed,
1561613400,92,Extreme Greed,2019-06-27,Extreme Greed,
1561699800,62,Greed,2019-06-28,Extreme Greed,Extreme Greed→Greed
1561786200,74,Greed,2019-06-29,Greed,
1561872600,78,Extreme Greed,2019-06-30,Greed,Greed→Extreme Greed
1561959000,65,Greed,2019-07-01,Extreme Greed,Extreme Greed→Greed
1562045400,63,Greed,2019-07-02,Greed,
1562131800,79,Extreme Greed,2019-07-03,Greed,Greed→Extreme Greed
1562218200,76,Extreme Greed,2019-07-04,Extreme Greed,
1562304600,67,Greed,2019-07-05,Extreme Greed,Extreme Greed→Greed
1562391000,72,Greed,2019-07-06,Greed,
1562477400,67,Greed,2019-07-07,Greed,
1562563800,74,Greed,2019-07-08,Greed,
1562650200,84,Extreme Greed,2019-07-09,Greed,Greed→Extreme Greed
1562736600,83,Extreme Greed,2019-07-10,Extreme Greed,
1562823000,62,Greed,2019-07-11,Extreme Greed,Extreme Greed→Greed
1562909400,33,Fear,2019-07-12,Greed,Greed→Fear
1562995800,65,Greed,2019-07-13,Fear,Fear→Greed
1563082200,61,Greed,2019-07-14,Greed,
1563168600,16,Extreme Fear,2019-07-15,Greed,Greed→Extreme Fear
1563255000,34,Fear,2019-07-16,Extreme Fear,Extreme Fear→Fear
1563341400,19,Extreme Fear,2019-07-17,Fear,Fear→Extreme Fear
1563427800,40,Fear,2019-07-18,Extreme Fear,Extreme Fear→Fear
1563514200,42,Fear,2019-07-19,Fear,
1563600600,34,Fear,2019-07-20,Fear,
1563687000,42,Fear,2019-07-21,Fear,
1563773400,42,Fear,2019-07-22,Fear,
1563859800,40,Fear,2019-07-23,Fear,
1563946200,20,Extreme Fear,2019-07-24,Fear,Fear→Extreme Fear
1564032600,42,Fear,2019-07-25,Extreme Fear,Extreme Fear→Fear
1564119000,24,Extreme Fear,2019-07-26,Fear,Fear→Extreme Fear
1564205400,47,Neutral,2019-07-27,Extreme Fear,Extreme Fear→Neutral
1564291800,16,Extreme Fear,2019-07-28,Neutral,Neutral→Extreme Fear
1564378200,19,Extreme Fear,2019-07-29,Extreme Fear,
1564464600,22,Extreme Fear,2019-07-30,Extreme Fear,
1564551000,31,Fear,2019-07-31,Extreme Fear,Extreme Fear→Fear
1564637400,57,Greed,2019-08-01,Fear,Fear→Greed
1564723800,61,Greed,2019-08-02,Greed,
1564810200,61,Greed,2019-08-03,Greed,
1564896600,62,Greed,2019-08-04,Greed,
1564983000,64,Greed,2019-08-05,Greed,
1565069400,66,Greed,2019-08-06,Greed,
1565155800,45,Neutral,2019-08-07,Greed,Greed→Neutral
1565242200,61,Greed,2019-08-08,Neutral,Neutral→Greed
1565328600,60,Greed,2019-08-09,Greed,
1565415000,59,Greed,2019-08-10,Greed,
1565501400,45,Neutral,2019-08-11,Greed,Greed→Neutral
1565587800,48,Neutral,2019-08-12,Neutral,
1565674200,45,Neutral,2019-08-13,Neutral,
1565760600,11,Extreme Fear,2019-08-14,Neutral,Neutral→Extreme Fear
1565847000,13,Extreme Fear,2019-08-15,Extreme Fear,
1565933400,31,Fear,2019-08-16,Extreme Fear,Extreme Fear→Fear
1566019800,20,Extreme Fear,2019-08-17,Fear,Fear→Extreme Fear
1566106200,14,Extreme Fear,2019-08-18,Extreme Fear,
1566192600,30,Fear,2019-08-19,Extreme Fear,Extreme Fear→Fear
1566279000,39,Fear,2019-08-20,Fear,
1566365400,11,Extreme Fear,2019-08-21,Fear,Fear→Extreme Fear
1566451800,5,Extreme Fear,2019-08-22,Extreme Fear,
1566538200,33,Fear,2019-08-23,Extreme Fear,Extreme Fear→Fear
1566624600,39,Fear,2019-08-24,Fear,
1566711000,33,Fear,2019-08-25,Fear,
1566797400,41,Fear,2019-08-26,Fear,
1566883800,30,Fear,2019-08-27,Fear,
1566970200,32,Fear,2019-08-28,Fear,
1567056600,20,Extreme Fear,2019-08-29,Fear,Fear→Extreme Fear
1567143000,24,Extreme Fear,2019-08-30,Extreme Fear,
1567229400,20,Extreme Fear,2019-08-31,Extreme Fear,
1567315800,24,Extreme Fear,2019-09-01,Extreme Fear,
1567402200,28,Fear,2019-09-02,Extreme Fear,Extreme Fear→Fear
1567488600,41,Fear,2019-09-03,Fear,
1567575000,43,Fear,2019-09-04,Fear,
1567661400,41,Fear,2019-09-05,Fear,
1567747800,43,Fear,2019-09-06,Fear,
1567834200,39,Fear,2019-09-07,Fear,
1567920600,43,Fear,2019-09-08,Fear,
1568007000,41,Fear,2019-09-09,Fear,
1568093400,41,Fear,2019-09-10,Fear,
1568179800,38,Fear,2019-09-11,Fear,
1568266200,39,Fear,2019-09-12,Fear,
1568352600,38,Fear,2019-09-13,Fear,
1568439000,39,Fear,2019-09-14,Fear,
1568525400,38,Fear,2019-09-15,Fear,
1568611800,38,Fear,2019-09-16,Fear,
1568698200,41,Fear,2019-09-17,Fear,
1568784600,38,Fear,2019-09-18,Fear,
1568871000,31,Fear,2019-09-19,Fear,
1568957400,41,Fear,2019-09-20,Fear,
1569043800,37,Fear,2019-09-21,Fear,
1569130200,37,Fear,2019-09-22,Fear,
1569216600,41,Fear,2019-09-23,Fear,
1569303000,39,Fear,2019-09-24,Fear,
1569389400,15,Extreme Fear,2019-09-25,Fear,Fear→Extreme Fear
1569475800,12,Extreme Fear,2019-09-26,Extreme Fear,
1569562200,24,Extreme Fear,2019-09-27,Extreme Fear,
1569648600,32,Fear,2019-09-28,Extreme Fear,Extreme Fear→Fear
1569735000,33,Fear,2019-09-29,Fear,
1569821400,27,Fear,2019-09-30,Fear,
1569907800,38,Fear,2019-10-01,Fear,
1569994200,39,Fear,2019-10-02,Fear,
1570080600,37,Fear,2019-10-03,Fear,
1570167000,30,Fear,2019-10-04,Fear,
1570253400,31,Fear,2019-10-05,Fear,
1570339800,32,Fear,2019-10-06,Fear,
1570426200,27,Fear,2019-10-07,Fear,
1570512600,39,Fear,2019-10-08,Fear,
1570599000,37,Fear,2019-10-09,Fear,
1570685400,41,Fear,2019-10-10,Fear,
1570771800,39,Fear,2019-10-11,Fear,
1570858200,38,Fear,2019-10-12,Fear,
1570944600,38,Fear,2019-10-13,Fear,
1571031000,37,Fear,2019-10-14,Fear,
1571117400,39,Fear,2019-10-15,Fear,
1571203800,40,Fear,2019-10-16,Fear,
1571290200,40,Fear,2019-10-17,Fear,
1571376600,40,Fear,2019-10-18,Fear,
1571463000,41,Fear,2019-10-19,Fear,
1571549400,37,Fear,2019-10-20,Fear,
1571635800,37,Fear,2019-10-21,Fear,
1571722200,39,Fear,2019-10-22,Fear,
1571808600,33,Fear,2019-10-23,Fear,
1571895000,20,Extreme Fear,2019-10-24,Fear,Fear→Extreme Fear
1571981400,24,Extreme Fear,2019-10-25,Extreme Fear,
1572067800,53,Neutral,2019-10-26,Extreme Fear,Extreme Fear→Neutral
1572154200,50,Neutral,2019-10-27,Neutral,
1572240600,52,Neutral,2019-10-28,Neutral,
1572327000,54,Neutral,2019-10-29,Neutral,
1572413400,53,Neutral,2019-10-30,Neutral,
1572499800,50,Neutral,2019-10-31,Neutral,
1572586200,49,Neutral,2019-11-01,Neutral,
1572672600,51,Neutral,2019-11-02,Neutral,
1572759000,56,Greed,2019-11-03,Neutral,Neutral→Greed
1572845400,49,Neutral,2019-11-04,Greed,Greed→Neutral
1572931800,54,Neutral,2019-11-05,Neutral,
1573018200,53,Neutral,2019-11-06,Neutral,
1573104600,54,Neutral,2019-11-07,Neutral,
1573191000,42,Fear,2019-11-08,Neutral,Neutral→Fear
1573277400,38,Fear,2019-11-09,Fear,
1573363800,39,Fear,2019-11-10,Fear,
1573450200,40,Fear,2019-11-11,Fear,
1573536600,39,Fear,2019-11-12,Fear,
1573623000,38,Fear,2019-11-13,Fear,
1573709400,41,Fear,2019-11-14,Fear,
1573795800,38,Fear,2019-11-15,Fear,
1573882200,41,Fear,2019-11-16,Fear,
1573968600,38,Fear,2019-11-17,Fear,
1574055000,38,Fear,2019-11-18,Fear,
1574141400,32,Fear,2019-11-19,Fear,
1574227800,32,Fear,2019-11-20,Fear,
1574314200,30,Fear,2019-11-21,Fear,
1574400600,20,Extreme Fear,2019-11-22,Fear,Fear→Extreme Fear
1574487000,23,Extreme Fear,2019-11-23,Extreme Fear,
1574573400,21,Extreme Fear,2019-11-24,Extreme Fear,
1574659800,17,Extreme Fear,2019-11-25,Extreme Fear,
1574746200,21,Extreme Fear,2019-11-26,Extreme Fear,
1574832600,20,Extreme Fear,2019-11-27,Extreme Fear,
1574919000,32,Fear,2019-11-28,Extreme Fear,Extreme Fear→Fear
1575005400,31,Fear,2019-11-29,Fear,
1575091800,38,Fear,2019-11-30,Fear,
1575178200,25,Fear,2019-12-01,Fear,
1575264600,28,Fear,2019-12-02,Fear,
1575351000,28,Fear,2019-12-03,Fear,
1575437400,24,Extreme Fear,2019-12-04,Fear,Fear→Extreme Fear
1575523800,21,Extreme Fear,2019-12-05,Extreme Fear,
1575610200,29,Fear,2019-12-06,Extreme Fear,Extreme Fear→Fear
1575696600,32,Fear,2019-12-07,Fear,
1575783000,28,Fear,2019-12-08,Fear,
1575869400,32,Fear,2019-12-09,Fear,
1575955800,26,Fear,2019-12-10,Fear,
1576042200,20,Extreme Fear,2019-12-11,Fear,Fear→Extreme Fear
1576128600,23,Extreme Fear,2019-12-12,Extreme Fear,
1576215000,22,Extreme Fear,2019-12-13,Extreme Fear,
1576301400,27,Fear,2019-12-14,Extreme Fear,Extreme Fear→Fear
1576387800,21,Extreme Fear,2019-12-15,Fear,Fear→Extreme Fear
1576474200,24,Extreme Fear,2019-12-16,Extreme Fear,
1576560600,23,Extreme Fear,2019-12-17,Extreme Fear,
1576647000,15,Extreme Fear,2019-12-18,Extreme Fear,
1576733400,21,Extreme Fear,2019-12-19,Extreme Fear,
1576819800,23,Extreme Fear,2019-12-20,Extreme Fear,
1576906200,23,Extreme Fear,2019-12-21,Extreme Fear,
1576992600,20,Extreme Fear,2019-12-22,Extreme Fear,
1577079000,33,Fear,2019-12-23,Extreme Fear,Extreme Fear→Fear
1577165400,25,Fear,2019-12-24,Fear,
1577251800,22,Extreme Fear,2019-12-25,Fear,Fear→Extreme Fear
1577338200,39,Fear,2019-12-26,Extreme Fear,Extreme Fear→Fear
1577424600,38,Fear,2019-12-27,Fear,
1577511000,37,Fear,2019-12-28,Fear,
1577597400,37,Fear,2019-12-29,Fear,
1577683800,40,Fear,2019-12-30,Fear,
1577770200,38,Fear,2019-12-31,Fear,
1577856600,37,Fear,2020-01-01,Fear,
1577943000,39,Fear,2020-01-02,Fear,
1578029400,38,Fear,2020-01-03,Fear,
1578115800,38,Fear,2020-01-04,Fear,
1578202200,39,Fear,2020-01-05,Fear,
1578288600,41,Fear,2020-01-06,Fear,
1578375000,40,Fear,2020-01-07,Fear,
1578461400,51,Neutral,2020-01-08,Fear,Fear→Neutral
1578547800,44,Fear,2020-01-09,Neutral,Neutral→Fear
1578634200,41,Fear,2020-01-10,Fear,
1578720600,50,Neutral,2020-01-11,Fear,Fear→Neutral
1578807000,45,Neutral,2020-01-12,Neutral,
1578893400,49,Neutral,2020-01-13,Neutral,
1578979800,56,Greed,2020-01-14,Neutral,Neutral→Greed
1579066200,54,Neutral,2020-01-15,Greed,Greed→Neutral
1579152600,55,Greed,2020-01-16,Neutral,Neutral→Greed
1579239000,54,Neutral,2020-01-17,Greed,Greed→Neutral
1579325400,51,Neutral,2020-01-18,Neutral,
1579411800,53,Neutral,2020-01-19,Neutral,
1579498200,48,Neutral,2020-01-20,Neutral,
1579584600,49,Neutral,2020-01-21,Neutral,
1579671000,52,Neutral,2020-01-22,Neutral,
1579757400,49,Neutral,2020-01-23,Neutral,
1579843800,40,Fear,2020-01-24,Neutral,Neutral→Fear
1579930200,41,Fear,2020-01-25,Fear,
1580016600,42,Fear,2020-01-26,Fear,
1580103000,50,Neutral,2020-01-27,Fear,Fear→Neutral
1580189400,54,Neutral,2020-01-28,Neutral,
1580275800,57,Greed,2020-01-29,Neutral,Neutral→Greed
1580362200,57,Greed,2020-01-30,Greed,
1580448600,55,Greed,2020-01-31,Greed,
1580535000,57,Greed,2020-02-01,Greed,
1580621400,57,Greed,2020-02-02,Greed,
1580707800,59,Greed,2020-02-03,Greed,
1580794200,56,Greed,2020-02-04,Greed,
1580880600,53,Neutral,2020-02-05,Greed,Greed→Neutral
1580967000,61,Greed,2020-02-06,Neutral,Neutral→Greed
1581053400,56,Greed,2020-02-07,Greed,
1581139800,56,Greed,2020-02-08,Greed,
1581226200,56,Greed,2020-02-09,Greed,
1581312600,57,Greed,2020-02-10,Greed,
1581399000,52,Neutral,2020-02-11,Greed,Greed→Neutral
1581485400,61,Greed,2020-02-12,Neutral,Neutral→Greed
1581571800,65,Greed,2020-02-13,Greed,
1581658200,63,Greed,2020-02-14,Greed,
1581744600,64,Greed,2020-02-15,Greed,
1581831000,59,Greed,2020-02-16,Greed,
1581917400,49,Neutral,2020-02-17,Greed,Greed→Neutral
1582003800,53,Neutral,2020-02-18,Neutral,
1582090200,50,Neutral,2020-02-19,Neutral,
1582176600,44,Fear,2020-02-20,Neutral,Neutral→Fear
1582263000,44,Fear,2020-02-21,Fear,
1582349400,43,Fear,2020-02-22,Fear,
1582435800,46,Neutral,2020-02-23,Fear,Fear→Neutral
1582522200,46,Neutral,2020-02-24,Neutral,
1582608600,44,Fear,2020-02-25,Neutral,Neutral→Fear
1582695000,41,Fear,2020-02-26,Fear,
1582781400,39,Fear,2020-02-27,Fear,
1582867800,40,Fear,2020-02-28,Fear,
1582954200,38,Fear,2020-02-29,Fear,
1583040600,39,Fear,2020-03-01,Fear,
1583127000,38,Fear,2020-03-02,Fear,
1583213400,38,Fear,2020-03-03,Fear,
1583299800,40,Fear,2020-03-04,Fear,
1583386200,41,Fear,2020-03-05,Fear,
1583472600,39,Fear,2020-03-06,Fear,
1583559000,38,Fear,2020-03-07,Fear,
1583645400,33,Fear,2020-03-08,Fear,
1583731800,17,Extreme Fear,2020-03-09,Fear,Fear→Extreme Fear
1583818200,16,Extreme Fear,2020-03-10,Extreme Fear,
1583904600,17,Extreme Fear,2020-03-11,Extreme Fear,
1583991000,14,Extreme Fear,2020-03-12,Extreme Fear,
1584077400,10,Extreme Fear,2020-03-13,Extreme Fear,
1584163800,8,Extreme Fear,2020-03-14,Extreme Fear,
1584250200,12,Extreme Fear,2020-03-15,Extreme Fear,
1584336600,9,Extreme Fear,2020-03-16,Extreme Fear,
1584423000,8,Extreme Fear,2020-03-17,Extreme Fear,
1584509400,11,Extreme Fear,2020-03-18,Extreme Fear,
1584595800,12,Extreme Fear,2020-03-19,Extreme Fear,
1584682200,9,Extreme Fear,2020-03-20,Extreme Fear,
1584768600,9,Extreme Fear,2020-03-21,Extreme Fear,
1584855000,11,Extreme Fear,2020-03-22,Extreme Fear,
1584941400,10,Extreme Fear,2020-03-23,Extreme Fear,
1585027800,12,Extreme Fear,2020-03-24,Extreme Fear,
1585114200,13,Extreme Fear,2020-03-25,Extreme Fear,
1585200600,14,Extreme Fear,2020-03-26,Extreme Fear,
1585287000,12,Extreme Fear,2020-03-27,Extreme Fear,
1585373400,8,Extreme Fear,2020-03-28,Extreme Fear,
1585459800,12,Extreme Fear,2020-03-29,Extreme Fear,
1585546200,10,Extreme Fear,2020-03-30,Extreme Fear,
1585632600,12,Extreme Fear,2020-03-31,Extreme Fear,
1585719000,12,Extreme Fear,2020-04-01,Extreme Fear,
1585805400,14,Extreme Fear,2020-04-02,Extreme Fear,
1585891800,14,Extreme Fear,2020-04-03,Extreme Fear,
1585978200,12,Extreme Fear,2020-04-04,Extreme Fear,
1586064600,12,Extreme Fear,2020-04-05,Extreme Fear,
1586151000,12,Extreme Fear,2020-04-06,Extreme Fear,
1586237400,20,Extreme Fear,2020-04-07,Extreme Fear,
1586323800,21,Extreme Fear,2020-04-08,Extreme Fear,
1586410200,22,Extreme Fear,2020-04-09,Extreme Fear,
1586496600,15,Extreme Fear,2020-04-10,Extreme Fear,
1586583000,15,Extreme Fear,2020-04-11,Extreme Fear,
1586669400,10,Extreme Fear,2020-04-12,Extreme Fear,
1586755800,11,Extreme Fear,2020-04-13,Extreme Fear,
1586842200,15,Extreme Fear,2020-04-14,Extreme Fear,
1586928600,18,Extreme Fear,2020-04-15,Extreme Fear,
1587015000,13,Extreme Fear,2020-04-16,Extreme Fear,
1587101400,15,Extreme Fear,2020-04-17,Extreme Fear,
1587187800,18,Extreme Fear,2020-04-18,Extreme Fear,
1587274200,16,Extreme Fear,2020-04-19,Extreme Fear,
1587360600,15,Extreme Fear,2020-04-20,Extreme Fear,
1587447000,17,Extreme Fear,2020-04-21,Extreme Fear,
1587533400,19,Extreme Fear,2020-04-22,Extreme Fear,
1587619800,19,Extreme Fear,2020-04-23,Extreme Fear,
1587706200,20,Extreme Fear,2020-04-24,Extreme Fear,
1587792600,24,Extreme Fear,2020-04-25,Extreme Fear,
1587879000,21,Extreme Fear,2020-04-26,Extreme Fear,
1587965400,28,Fear,2020-04-27,Extreme Fear,Extreme Fear→Fear
1588051800,26,Fear,2020-04-28,Fear,
1588138200,26,Fear,2020-04-29,Fear,
1588224600,44,Fear,2020-04-30,Fear,
1588311000,40,Fear,2020-05-01,Fear,
1588397400,40,Fear,2020-05-02,Fear,
1588483800,45,Neutral,2020-05-03,Fear,Fear→Neutral
1588570200,44,Fear,2020-05-04,Neutral,Neutral→Fear
1588656600,40,Fear,2020-05-05,Fear,
1588743000,42,Fear,2020-05-06,Fear,
1588829400,49,Neutral,2020-05-07,Fear,Fear→Neutral
1588915800,55,Greed,2020-05-08,Neutral,Neutral→Greed
1589002200,56,Greed,2020-05-09,Greed,
1589088600,48,Neutral,2020-05-10,Greed,Greed→Neutral
1589175000,40,Fear,2020-05-11,Neutral,Neutral→Fear
1589261400,39,Fear,2020-05-12,Fear,
1589347800,41,Fear,2020-05-13,Fear,
1589434200,40,Fear,2020-05-14,Fear,
1589520600,44,Fear,2020-05-15,Fear,
1589607000,41,Fear,2020-05-16,Fear,
1589693400,40,Fear,2020-05-17,Fear,
1589779800,50,Neutral,2020-05-18,Fear,Fear→Neutral
1589866200,50,Neutral,2020-05-19,Neutral,
1589952600,52,Neutral,2020-05-20,Neutral,
1590039000,49,Neutral,2020-05-21,Neutral,
1590125400,42,Fear,2020-05-22,Neutral,Neutral→Fear
1590211800,40,Fear,2020-05-23,Fear,
1590298200,43,Fear,2020-05-24,Fear,
1590384600,41,Fear,2020-05-25,Fear,
1590471000,39,Fear,2020-05-26,Fear,
1590557400,39,Fear,2020-05-27,Fear,
1590643800,41,Fear,2020-05-28,Fear,
1590730200,48,Neutral,2020-05-29,Fear,Fear→Neutral
1590816600,48,Neutral,2020-05-30,Neutral,
1590903000,51,Neutral,2020-05-31,Neutral,
1590989400,50,Neutral,2020-06-01,Neutral,
1591075800,56,Greed,2020-06-02,Neutral,Neutral→Greed
1591162200,48,Neutral,2020-06-03,Greed,Greed→Neutral
1591248600,54,Neutral,2020-06-04,Neutral,
1591335000,53,Neutral,2020-06-05,Neutral,
1591421400,54,Neutral,2020-06-06,Neutral,
1591507800,54,Neutral,2020-06-07,Neutral,
1591594200,53,Neutral,2020-06-08,Neutral,
1591680600,52,Neutral,2020-06-09,Neutral,
1591767000,54,Neutral,2020-06-10,Neutral,
1591853400,52,Neutral,2020-06-11,Neutral,
1591939800,38,Fear,2020-06-12,Neutral,Neutral→Fear
1592026200,38,Fear,2020-06-13,Fear,
1592112600,40,Fear,2020-06-14,Fear,
1592199000,37,Fear,2020-06-15,Fear,
1592285400,39,Fear,2020-06-16,Fear,
1592371800,38,Fear,2020-06-17,Fear,
1592458200,40,Fear,2020-06-18,Fear,
1592544600,39,Fear,2020-06-19,Fear,
1592631000,38,Fear,2020-06-20,Fear,
1592717400,37,Fear,2020-06-21,Fear,
1592803800,38,Fear,2020-06-22,Fear,
1592890200,41,Fear,2020-06-23,Fear,
1592976600,50,Neutral,2020-06-24,Fear,Fear→Neutral
1593063000,43,Fear,2020-06-25,Neutral,Neutral→Fear
1593149400,40,Fear,2020-06-26,Fear,
1593235800,43,Fear,2020-06-27,Fear,
1593322200,40,Fear,2020-06-28,Fear,
1593408600,41,Fear,2020-06-29,Fear,
1593495000,44,Fear,2020-06-30,Fear,
1593581400,42,Fear,2020-07-01,Fear,
1593667800,42,Fear,2020-07-02,Fear,
1593754200,41,Fear,2020-07-03,Fear,
1593840600,40,Fear,2020-07-04,Fear,
1593927000,38,Fear,2020-07-05,Fear,
1594013400,40,Fear,2020-07-06,Fear,
1594099800,43,Fear,2020-07-07,Fear,
1594186200,44,Fear,2020-07-08,Fear,
1594272600,44,Fear,2020-07-09,Fear,
1594359000,41,Fear,2020-07-10,Fear,
1594445400,44,Fear,2020-07-11,Fear,
1594531800,41,Fear,2020-07-12,Fear,
1594618200,43,Fear,2020-07-13,Fear,
1594704600,43,Fear,2020-07-14,Fear,
1594791000,44,Fear,2020-07-15,Fear,
1594877400,43,Fear,2020-07-16,Fear,
1594963800,41,Fear,2020-07-17,Fear,
1595050200,44,Fear,2020-07-18,Fear,
1595136600,41,Fear,2020-07-19,Fear,
1595223000,44,Fear,2020-07-20,Fear,
1595309400,44,Fear,2020-07-21,Fear,
1595395800,50,Neutral,2020-07-22,Fear,Fear→Neutral
1595482200,55,Greed,2020-07-23,Neutral,Neutral→Greed
1595568600,53,Neutral,2020-07-24,Greed,Greed→Neutral
1595655000,55,Greed,2020-07-25,Neutral,Neutral→Greed
1595741400,55,Greed,2020-07-26,Greed,
1595827800,58,Greed,2020-07-27,Greed,
1595914200,76,Extreme Greed,2020-07-28,Greed,Greed→Extreme Greed
1596000600,71,Greed,2020-07-29,Extreme Greed,Extreme Greed→Greed
1596087000,76,Extreme Greed,2020-07-30,Greed,Greed→Extreme Greed
1596173400,75,Extreme Greed,2020-07-31,Extreme Greed,
1596259800,75,Extreme Greed,2020-08-01,Extreme Greed,
1596346200,80,Extreme Greed,2020-08-02,Extreme Greed,
1596432600,75,Extreme Greed,2020-08-03,Extreme Greed,
1596519000,72,Greed,2020-08-04,Extreme Greed,Extreme Greed→Greed
1596605400,75,Extreme Greed,2020-08-05,Greed,Greed→Extreme Greed
1596691800,79,Extreme Greed,2020-08-06,Extreme Greed,
1596778200,77,Extreme Greed,2020-08-07,Extreme Greed,
1596864600,77,Extreme Greed,2020-08-08,Extreme Greed,
1596951000,79,Extreme Greed,2020-08-09,Extreme Greed,
1597037400,78,Extreme Greed,2020-08-10,Extreme Greed,
1597123800,84,Extreme Greed,2020-08-11,Extreme Greed,
1597210200,75,Extreme Greed,2020-08-12,Extreme Greed,
1597296600,75,Extreme Greed,2020-08-13,Extreme Greed,
1597383000,78,Extreme Greed,2020-08-14,Extreme Greed,
1597469400,79,Extreme Greed,2020-08-15,Extreme Greed,
1597555800,82,Extreme Greed,2020-08-16,Extreme Greed,
1597642200,83,Extreme Greed,2020-08-17,Extreme Greed,
1597728600,82,Extreme Greed,2020-08-18,Extreme Greed,
1597815000,80,Extreme Greed,2020-08-19,Extreme Greed,
1597901400,75,Extreme Greed,2020-08-20,Extreme Greed,
1597987800,81,Extreme Greed,2020-08-21,Extreme Greed,
1598074200,78,Extreme Greed,2020-08-22,Extreme Greed,
1598160600,76,Extreme Greed,2020-08-23,Extreme Greed,
1598247000,78,Extreme Greed,2020-08-24,Extreme Greed,
1598333400,75,Extreme Greed,2020-08-25,Extreme Greed,
1598419800,76,Extreme Greed,2020-08-26,Extreme Greed,
1598506200,75,Extreme Greed,2020-08-27,Extreme Greed,
1598592600,74,Greed,2020-08-28,Extreme Greed,Extreme Greed→Greed
1598679000,79,Extreme Greed,2020-08-29,Greed,Greed→Extreme Greed
1598765400,75,Extreme Greed,2020-08-30,Extreme Greed,
1598851800,75,Extreme Greed,2020-08-31,Extreme Greed,
1598938200,75,Extreme Greed,2020-09-01,Extreme Greed,
1599024600,83,Extreme Greed,2020-09-02,Extreme Greed,
1599111000,79,Extreme Greed,2020-09-03,Extreme Greed,
1599197400,40,Fear,2020-09-04,Extreme Greed,Extreme Greed→Fear
1599283800,41,Fear,2020-09-05,Fear,
1599370200,41,Fear,2020-09-06,Fear,
1599456600,41,Fear,2020-09-07,Fear,
1599543000,41,Fear,2020-09-08,Fear,
1599629400,38,Fear,2020-09-09,Fear,
1599715800,38,Fear,2020-09-10,Fear,
1599802200,41,Fear,2020-09-11,Fear,
1599888600,41,Fear,2020-09-12,Fear,
1599975000,38,Fear,2020-09-13,Fear,
1600061400,39,Fear,2020-09-14,Fear,
1600147800,47,Neutral,2020-09-15,Fear,Fear→Neutral
1600234200,43,Fear,2020-09-16,Neutral,Neutral→Fear
1600320600,48,Neutral,2020-09-17,Fear,Fear→Neutral
1600407000,49,Neutral,2020-09-18,Neutral,
1600493400,48,Neutral,2020-09-19,Neutral,
1600579800,52,Neutral,2020-09-20,Neutral,
1600666200,48,Neutral,2020-09-21,Neutral,
1600752600,39,Fear,2020-09-22,Neutral,Neutral→Fear
1600839000,43,Fear,2020-09-23,Fear,
1600925400,39,Fear,2020-09-24,Fear,
1601011800,46,Neutral,2020-09-25,Fear,Fear→Neutral
1601098200,45,Neutral,2020-09-26,Neutral,
1601184600,47,Neutral,2020-09-27,Neutral,
1601271000,43,Fear,2020-09-28,Neutral,Neutral→Fear
1601357400,45,Neutral,2020-09-29,Fear,Fear→Neutral
1601443800,49,Neutral,2020-09-30,Neutral,
1601530200,45,Neutral,2020-10-01,Neutral,
1601616600,41,Fear,2020-10-02,Neutral,Neutral→Fear
1601703000,40,Fear,2020-10-03,Fear,
1601789400,42,Fear,2020-10-04,Fear,
1601875800,42,Fear,2020-10-05,Fear,
1601962200,47,Neutral,2020-10-06,Fear,Fear→Neutral
1602048600,43,Fear,2020-10-07,Neutral,Neutral→Fear
1602135000,46,Neutral,2020-10-08,Fear,Fear→Neutral
1602221400,48,Neutral,2020-10-09,Neutral,
1602307800,53,Neutral,2020-10-10,Neutral,
1602394200,55,Greed,2020-10-11,Neutral,Neutral→Greed
1602480600,52,Neutral,2020-10-12,Greed,Greed→Neutral
1602567000,56,Greed,2020-10-13,Neutral,Neutral→Greed
1602653400,53,Neutral,2020-10-14,Greed,Greed→Neutral
1602739800,56,Greed,2020-10-15,Neutral,Neutral→Greed
1602826200,52,Neutral,2020-10-16,Greed,Greed→Neutral
1602912600,56,Greed,2020-10-17,Neutral,Neutral→Greed
1602999000,55,Greed,2020-10-18,Greed,
1603085400,55,Greed,2020-10-19,Greed,
1603171800,56,Greed,2020-10-20,Greed,
1603258200,61,Greed,2020-10-21,Greed,
1603344600,73,Greed,2020-10-22,Greed,
1603431000,74,Greed,2020-10-23,Greed,
1603517400,73,Greed,2020-10-24,Greed,
1603603800,76,Extreme Greed,2020-10-25,Greed,Greed→Extreme Greed
1603690200,75,Extreme Greed,2020-10-26,Extreme Greed,
1603776600,61,Greed,2020-10-27,Extreme Greed,Extreme Greed→Greed
1603863000,70,Greed,2020-10-28,Greed,
1603949400,67,Greed,2020-10-29,Greed,
1604035800,74,Greed,2020-10-30,Greed,
1604122200,73,Greed,2020-10-31,Greed,
1604208600,72,Greed,2020-11-01,Greed,
1604295000,71,Greed,2020-11-02,Greed,
1604381400,71,Greed,2020-11-03,Greed,
1604467800,74,Greed,2020-11-04,Greed,
1604554200,72,Greed,2020-11-05,Greed,
